date,AAL,AAPL,AMGN,AMZN,FB,GOOGL
2009-04-08,8.054860526713,14.948741227513,41.970219926974,76.98,,181.5604597459851
2009-04-09,8.9902636846539,15.366411524877,41.857354419978,79.77,,186.82671617508134
2009-04-13,9.4059984215165,15.44994558435,41.60275083443,78.94,,189.6404017529128
2009-04-14,8.7564128951687,15.204483963437,42.066461832164,77.22,,185.0261580245618
2009-04-15,9.6138657899478,15.118379625211,41.663995683187,74.71,,190.33755379447885
2009-04-16,9.8996834215409,15.60801772766,41.279028062427,77.25,,194.97185945208355
2009-04-17,10.315418158403,15.861190184832,41.182786157237,78.05,,196.72727826178232
2009-04-20,9.3020647373009,15.485929486892,40.019134030848,77.57,,190.23724414821035
2009-04-21,10.861070000536,15.647857048332,40.325358274634,78.74,,191.32560381022358
2009-04-22,11.328771579506,15.615728563919,39.467930392032,79.2,,192.52430408313217
2009-04-23,12.472042105878,16.11564778138,40.964054554532,80.61,,192.94058911514642
2009-04-24,12.575975790094,15.922876874904,43.597583051096,84.46,,195.34802062559044
2009-04-27,10.393368421565,16.029543443154,43.903807294883,83.12,,193.57253988663797
2009-04-28,9.9776336847026,15.923133902779,44.131288161696,82.4,,192.44907184843078
2009-04-29,10.367385000511,16.082234157591,44.647494744079,79.79,,196.34108612364858
2009-04-30,9.847716579433,16.170908774569,42.407683132383,80.52,,198.59805316468984
2009-05-01,10.419351842619,16.352113426657,42.530172829898,78.96,,197.45452319722892
2009-05-04,11.900406842692,16.972835745509,42.442680188816,79.77,,201.61200695129634
2009-05-05,12.861793421687,17.055084665605,41.98771845519,81.9,,202.11892174871417
2009-05-06,12.991710526957,17.028096738699,41.672744947295,81.99,,202.3596648997586
2009-05-07,10.315418158403,16.586008793181,41.191535421345,79.28,,198.91904403274904
2009-05-08,9.5878823688939,16.602715605075,41.296526590643,77.95,,204.29564107274064
2009-05-11,9.7437828952174,16.651550901383,41.926473606433,78.61,,204.62164742311327
2009-05-12,8.8603465793843,15.989704122482,42.188951529678,77.93,,200.12275978797103
2009-05-13,7.7430594740661,15.356130409865,42.040214039839,74.19,,195.37309803715758
2009-05-14,8.2107610530365,15.800788634136,42.153954473246,75.11,,194.34993964521885
2009-05-15,7.8989600003896,15.732676247181,42.136455945029,73.6,,195.6038102235751
2009-05-18,8.2107610530365,16.276290203443,43.168869109795,75.95,,199.0344001259578
2009-05-19,8.054860526713,16.379101353563,43.693824956286,77.87,,200.0575585178965
2009-05-20,7.7950263161739,16.176049332075,44.262527123319,77.97,,199.20492652461425
2009-05-21,7.76904289512,15.958860777446,43.300108071418,75.96,,198.86387372730135
2009-05-22,7.5092086845809,15.742957362193,43.133872053363,75.64,,197.35922903327386
2009-05-26,7.5092086845809,16.80705276594,44.035046256506,78.39,,202.8060428256534
2009-05-27,6.7297060529635,17.098779404406,43.527588938231,77.1,,203.4079007032644
2009-05-28,6.6517557898017,17.358377558461,43.816314653801,77.65,,205.8353941429621
2009-05-29,6.7037226319096,17.453477872322,43.693824956286,77.99,,209.26096856303138
2009-06-01,7.6651092109043,17.908417211605,43.833813182017,83.05,,213.94041356145692
2009-06-02,8.0028936846052,17.926409162876,44.385016820833,84.93,,214.8632623071271
2009-06-03,7.6651092109043,18.114039511846,45.426179249708,85.68,,216.49329405899022
2009-06-04,7.4312584214191,18.472593397891,44.629996215862,85.52,,220.821655295476
2009-06-05,7.5611755266887,18.592111359906,44.525005046564,87.56,,222.84791015009972
2009-06-08,7.0934739477183,18.486729931032,44.551252838889,86.36,,220.06431746614882
2009-06-09,7.1454407898261,18.341509181487,44.40251534905,87.08,,218.48444053741997
2009-06-10,6.8336397371791,18.02407975549,43.842562446126,86.59,,216.96976487876563
2009-06-11,6.9375734213948,17.985525574195,43.641329371637,85.69,,215.1641912459326
2009-06-12,7.0415071056104,17.602554039997,44.096291105263,84.08,,213.0777506035478
2009-06-15,6.7816728950713,17.489461774864,43.256361750877,83.18,,209.03025637661383
2009-06-16,6.885606579287,17.522875398653,44.804981498026,82.15,,208.6440642384801
2009-06-17,7.0155236845565,17.423919666662,46.204863755336,82.65,,208.22276372415243
2009-06-18,6.8336397371791,17.462473847958,46.397347565716,81.595,,207.67106066967565
2009-06-19,6.6777392108557,17.9251240235,45.793648342251,82.96,,210.69539650467092
2009-06-22,6.4179050003165,17.653959615057,44.612497687646,79.15,,204.3056720373675
2009-06-23,5.6384023686991,17.222152784551,44.743736649269,77.68,,203.4680864910255
2009-06-24,5.5864355265913,17.506168586759,44.629996215862,79.27,,205.27867560617193
2009-06-25,6.1580707897774,17.973959319807,45.426179249708,82.2,,208.52870814527134
2009-06-26,6.1061039476696,18.305525278945,46.196114491228,83.88,,213.3184937545922
2009-06-29,5.8722531581843,18.245123728249,46.467341678582,83.03,,212.72666684160805
2009-06-30,6.3139713161009,18.304240139569,46.318604188743,83.66,,211.44771885168467
2009-07-01,6.262004473993,18.355645714629,46.161117434795,81.6,,210.14369345019418
2009-07-02,6.3919215792626,17.994521549831,45.032462364839,79.32,,204.87743702109793
2009-07-06,6.1580707897774,17.813316897744,45.539919683114,78.1,,205.43917104020153
2009-07-07,5.7683194739687,17.400787157885,45.697406437061,75.63,,198.92907499737586
2009-07-08,5.5604521055374,17.634682524409,52.058121443713,77.36,,201.86814763304292
2009-07-09,5.6124189476452,17.52416053803,50.859472260892,78.1,,205.83037866064868
2009-07-10,5.3525847371061,17.801750643355,50.57949580943,77.63,,207.8415870683321
2009-07-13,5.4825018423757,18.29267388518,50.754481091593,81.47,,212.80691455862288
2009-07-14,5.3006178949983,18.283677909545,50.833224468567,81.95,,213.00251836884644
2009-07-15,5.4565184213217,18.876127162114,50.631991394079,84.55,,219.76338852734335
2009-07-16,5.4045515792139,18.95837608221,51.15694724057,86.11,,221.98524719219063
2009-07-17,5.3006178949983,19.501990038472,51.436923692032,85.85,,215.79112653511075
2009-07-20,5.5344686844835,19.650937692209,50.981961958406,88.23,,215.75100267660335
2009-07-21,5.4045515792139,19.471146693436,51.296935466301,89.01,,214.61248819145584
2009-07-22,5.3266013160522,20.143274587348,51.069454599488,88.79,,214.50716306287393
2009-07-23,5.9761868424,20.282069640011,52.355596423392,93.87,,219.34810659179175
2009-07-24,7.2493744740417,20.560430828962,53.300516947076,86.49,,224.05162590532174
2009-07-27,7.2753578950957,20.575081417854,53.169277985453,84.24,,223.08865330114412
2009-07-28,7.5351921056348,20.562230024089,54.612906563304,84.98,,220.60598955599875
2009-07-29,7.8469931582817,20.566085442218,55.321596956067,84.34,,218.79540044085232
2009-07-30,7.8989600003896,20.920783910134,55.216605786769,86.09,,223.50995381547182
2009-07-31,7.6131423687965,20.997892272724,54.516664658114,85.76,,222.21094389629474
2009-08-03,7.1194573687722,21.388574643182,55.015372712281,87.44,,226.80512569539204
2009-08-04,7.8210097372278,21.275482378049,56.354010120833,85.8,,227.569485199958
2009-08-05,8.4705952635757,21.218936245483,54.516664658114,84.29,,226.26846908785555
2009-08-06,7.9509268424974,21.064719520303,53.099283872588,84.47,,225.87726146740843
2009-08-07,8.3406781583061,21.270341820543,52.924298590424,85.32,,229.2576965466569
2009-08-10,7.9769102635513,21.1688158098,53.580493398538,84.44,,229.01193791329905
2009-08-11,7.5611755266887,20.92592446764,54.954127863523,83.56,,227.67079794268918
2009-08-12,7.8989600003896,21.244639033013,54.385425696491,85.96,,229.99998792904375
2009-08-13,8.1328107898748,21.644317379107,53.248021362427,84.6,,231.855716385011
2009-08-14,8.0028936846052,21.43355452136,53.239272098319,83.58,,230.71218641755013
2009-08-17,7.5611755266887,20.509539309652,52.355596423392,81.06,,223.13379264196493
2009-08-18,7.6131423687965,21.076285774691,52.285602310526,82.12,,223.3293964521885
2009-08-19,7.5092086845809,21.153394137281,52.618074346637,83.0,,222.67236826912986
2009-08-20,7.8210097372278,21.375723249417,52.74931330826,84.09,,230.91782119240057
2009-08-21,8.1847776319826,21.747128529227,53.055537552047,85.0,,233.3402991497848
2009-08-24,8.2887113161983,21.726566299203,52.828056685234,84.5,,235.09070247717017
2009-08-25,8.9642802636,21.770261038004,52.810558157017,84.19,,236.41478980791436
2009-08-26,9.7697663162713,21.51451830208,53.580493398538,84.0,,234.72457226829013
2009-08-27,9.4839486846783,21.776686734887,52.714316251827,84.31,,233.75156869948566
2009-08-28,9.276081316247,21.853795097477,52.154363348903,82.76,,233.094540516427
2009-08-31,8.8343631583304,21.6173294522,52.303100838743,81.19,,231.5497719638921
2009-09-01,7.7950263161739,21.243096865762,51.603159710088,79.16,,228.58612346488928
2009-09-02,8.1328107898748,21.227932221119,51.708150879386,78.14,,227.20636428046603
2009-09-03,8.4705952635757,21.4039963157,51.15694724057,78.46,,229.4683468038207
2009-09-04,8.7823963162226,21.887208721266,51.576911917763,78.87,,231.36419911829537
2009-09-08,8.8863300004383,22.223915237911,51.760646464035,80.9,,230.02004985829748
2009-09-09,9.3020647373009,21.993875289516,51.778144992251,82.24,,232.70333289597986
2009-09-10,10.445335263673,22.17636508098,51.646906030629,83.85,,236.19912406843707
2009-09-11,10.471318684727,22.12495950592,51.218192089327,84.54,,236.80098194604807
2009-09-14,10.731152895266,22.325441248655,51.804392784576,83.86,,238.29559567544874
2009-09-15,11.432705263722,22.510501318871,51.165696504678,83.55,,239.50934239529758
2009-09-16,11.380738421614,23.372829840507,52.224357461769,90.7,,244.90098588222946
2009-09-17,13.329495000657,23.71724719341,52.950546382748,90.44,,246.62129631573424
2009-09-18,12.939743684849,23.777648744106,53.195525777778,90.28,,246.49089377558516
2009-09-21,14.108997632275,23.649134806455,54.516664658114,90.56,,249.26947097722262
2009-09-22,13.589329211197,23.708251217775,53.221773570102,93.75,,250.30266033378817
2009-09-23,11.744506316369,23.839335434178,52.976794175073,92.38,,250.00173139498267
2009-09-24,12.757859737471,23.623432018925,53.178027249561,92.11,,249.15411488401384
2009-09-25,12.887776842741,23.437086809332,52.731814780044,90.52,,247.00247297155454
2009-09-28,12.835810000633,23.923113670132,52.889301533991,92.21,,250.03683977117663
2009-09-29,12.653926053256,23.82391376166,52.898050798099,91.72,,250.03683977117663
2009-09-30,12.212207895339,23.820058343531,52.696817723611,93.36,,248.69269051117877
2009-10-01,11.068937368967,23.243017912086,51.620658238304,91.04,,244.35429831006613
2009-10-02,11.198854474237,23.762227071588,51.25318914576,89.85,,243.04024194394876
2009-10-05,11.302788158452,23.906676737507,51.016959014839,88.67,,245.01634197543822
2009-10-06,11.380738421614,24.418933292982,51.498168540789,90.91,,250.1421648997586
2009-10-07,11.042953947913,24.449776638018,51.218192089327,93.97,,259.5712716489976
2009-10-08,11.35475500056,24.323832979121,51.524416333114,95.22,,257.88606959168675
2009-10-09,11.614589211099,24.478049704301,51.988127330848,95.71,,258.9242744305658
2009-10-12,11.718522895315,24.521744443103,52.066870707822,93.6,,262.8313351527238
2009-10-13,11.536638947937,24.420218432359,51.856888369225,94.83,,263.86953999160284
2009-10-14,11.640572632153,24.583431133175,52.994292703289,97.46,,268.4887992022673
2009-10-15,11.744506316369,24.48961595869,54.096699980921,96.01,,265.7754232707043
2009-10-16,11.146887632129,24.167045975187,53.650487511403,95.32,,275.7762950036738
2009-10-19,10.861070000536,24.399656202335,52.705566987719,94.68,,276.899763041881
2009-10-20,11.302788158452,25.543430247424,50.868221525,94.98,,276.7141901962843
2009-10-21,10.055583947864,26.335076103352,51.970628802631,93.42,,276.4032302928519
2009-10-22,10.02960052681,26.371060005894,49.739566455044,93.45,,277.902859504566
2009-10-23,9.5878823688939,26.209132444454,49.144616495687,118.49,,277.702240212029
2009-10-26,8.7564128951687,26.021502095485,47.534751899781,124.6399,,277.9630452923271
2009-10-27,8.1587942109287,25.36479587409,47.604746012646,122.07,,274.99387976277944
2009-10-28,8.1328107898748,24.726081603967,46.992297525073,121.64,,270.9865093943529
2009-10-29,8.3406781583061,25.233711657687,47.499754843348,122.577,,276.37815288128473
2009-10-30,7.9509268424974,24.22487724713,46.913554148099,118.81,,268.89003778734127
2009-11-02,7.5611755266887,24.328973536627,45.872391719225,118.84,,267.8217400545817
2009-11-03,7.6131423687965,24.257005731542,45.968633624415,118.37,,269.4768492180119
2009-11-04,7.5871589477426,24.521744443103,45.601164531871,117.1,,271.00155584129317
2009-11-05,7.6651092109043,24.935572173731,47.289772504751,120.61,,275.17443712606274
2009-11-06,8.2887113161983,24.975398643009,47.849725407675,126.2,,276.4032302928519
2009-11-09,8.3146947372522,25.890417879081,48.042209218055,126.67,,282.12589561246983
2009-11-10,7.9509268424974,26.08575906431,47.333518825292,130.15,,284.25747559567543
2009-11-11,8.3926450004139,26.120457827475,47.928468784649,129.91,,286.1633588747769
2009-11-12,8.1847776319826,25.958530266036,48.313436405409,130.53,,284.8041631678388
2009-11-13,8.36666157936,26.274674552656,48.479672423465,132.97,,286.9106657394772
2009-11-16,8.7823963162226,26.554834936734,49.118368703362,131.59,,289.03221475805606
2009-11-17,8.7044460530609,26.602385093665,49.240858400877,131.25,,289.63908811798046
2009-11-18,8.4965786846296,26.468730598508,49.118368703362,131.29,,289.21778760365277
2009-11-19,8.1068273688209,25.768329638313,49.048374590497,128.99,,287.38212107693926
2009-11-20,8.054860526713,25.692506415099,48.45342463114,129.66,,285.86443612889684
2009-11-23,8.054860526713,26.458449483496,49.214610608553,133.0,,292.076612522305
2009-11-24,8.5745289477913,26.27338941328,49.695820134503,132.94,,292.4477582134985
2009-11-25,9.1721476320313,26.241260928867,49.940799529532,134.03,,293.7768610265561
2009-11-27,9.0162471057078,25.778610753325,49.433342211257,131.74,,290.77760260312795
2009-11-30,9.5878823688939,25.691221275723,49.302103249634,135.91,,292.40261887267764
2009-12-01,9.5878823688939,25.31339029903,49.940799529532,138.5,,295.84825522200066
2009-12-02,10.315418158403,25.218289985169,50.308268622076,142.25,,294.6646013960323
2009-12-03,10.549268947889,25.250418469581,49.477088531798,141.17,,293.7768610265561
2009-12-04,11.510655526883,24.844314426605,49.739566455044,137.58,,293.4107308176761
2009-12-07,12.08229079007,24.282708519073,49.415843683041,134.21,,294.0326506245408
2009-12-08,11.692539474261,24.400941341711,48.934634157091,134.11,,294.43388920961473
2009-12-09,11.510655526883,25.42005686728,49.065873118713,131.31,,295.4219392253595
2009-12-10,11.35475500056,25.243992772699,49.170864288012,135.38,,296.6657788390889
2009-12-11,12.54999236904,25.017808242434,49.267106193202,134.15,,296.1692460900598
2009-12-14,12.342125000609,25.314675438406,49.748315719152,131.38,,298.78732785766766
2009-12-15,11.770489737423,24.953551273608,48.777147403143,130.23,,297.4883179384906
2009-12-16,12.42007526377,25.064073259988,48.182197443786,128.36,,299.80547076729295
2009-12-17,12.004340526908,24.656684077636,47.753483502485,126.91,,297.88955652356464
2009-12-18,11.770489737423,25.115478835048,48.820893723684,128.48,,299.13339613729397
2009-12-21,11.9523736848,25.47531786047,49.634575285746,132.79,,300.26689514012804
2009-12-22,13.329495000657,25.749052547665,50.063289227047,133.75,,301.49067282460373
2009-12-23,13.433428684873,25.972666799177,50.177029660453,138.94,,306.78702214758056
2009-12-24,13.979080527005,26.864553526472,50.23827450921,138.47,,310.1975501207096
2009-12-28,13.043677369064,27.194834346234,50.448256847807,139.31,,312.39934685630317
2009-12-29,12.601959211148,26.872264362731,50.325767150292,139.41,,310.65897449354463
2009-12-30,12.653926053256,27.198689764364,50.343265678509,136.49,,312.3291301039152
2009-12-31,12.575975790094,27.081999108977,49.494587060015,134.52,,310.9498724677233
2010-01-04,12.394091842717,27.503267796595,50.496640278325,133.9,,314.34535399391206
2010-01-05,13.797196579628,27.550817953526,50.063289227047,134.69,,312.96108087540676
2010-01-06,13.225561316442,27.112585426138,49.687070870395,132.25,,305.0717271963892
2010-01-07,13.61531263225,27.062464990454,49.232109136769,130.0,,297.96980424057944
2010-01-08,13.355478421711,27.242384503165,49.669572342178,133.52,,301.942066232812
2010-01-11,13.095644211172,27.002063439758,49.888303944883,130.308,,301.4856573422903
2010-01-12,13.199577895388,26.694915128773,49.022126798172,127.35,,296.15419964311957
2010-01-13,14.238914737544,27.07146096609,49.459590003582,129.11,,294.4539511388685
2010-01-14,14.524732369137,26.914673962156,49.135867231579,127.35,,295.8382242573738
2010-01-15,14.290881579652,26.464875180379,49.214610608553,127.14,,290.89797417865014
2010-01-19,14.654649474407,27.635637152376,50.352014942617,127.61,,294.71977170148
2010-01-20,14.914483684946,27.209613449064,50.04579069883,125.78,,291.10360895350055
2010-01-21,14.186947895437,26.740152034826,49.547082644664,126.62,,292.3925879080508
2010-01-22,13.61531263225,25.413631170397,49.520834852339,121.43,,275.85654272068854
2010-01-25,13.563345790143,26.097967888387,48.74215034671,120.31,,270.83604492495016
2010-01-26,13.121627632226,26.466160319755,49.503336324123,119.48,,272.049791644799
2010-01-27,12.627942632202,26.715991414548,50.518250960672,122.75,,271.88929621076943
2010-01-28,13.355478421711,25.611542634379,50.815725940351,126.03,,267.97220452398443
2010-01-29,13.797196579628,24.682772406979,51.165696504678,125.41,,265.7924759105699
2010-02-01,14.550715790191,25.025519078693,51.375678843275,118.87,,267.3352382701795
2010-02-02,15.486118948132,25.170739828238,51.821891312792,118.12,,266.38229663062873
2010-02-03,14.706616316515,25.60383179812,51.681903087061,119.1,,271.24731447465103
2010-02-04,14.264898158598,24.681101725789,50.334516414401,115.94,,264.20457421013964
2010-02-05,15.304235000755,25.119334253178,50.465755376023,117.39,,266.46755982995694
2010-02-08,15.40816868497,24.947125576726,50.273271565643,116.83,,267.5609349742836
2010-02-09,16.73332315872,25.213149427663,50.054539962939,118.03,,269.05053322137087
2010-02-10,16.395538685019,25.075125458626,49.730817190936,117.36,,268.0499444998426
2010-02-11,16.421522106073,25.531863993036,49.434217137668,120.09,,269.0304712921171
2010-02-12,17.694709737715,25.751622826418,49.415843683041,119.66,,267.3853930933137
2010-02-16,17.876593685092,26.139734918123,49.862056152558,117.53,,271.4880576256954
2010-02-17,17.668726316661,26.03049807112,50.04579069883,116.31,,269.93676894615305
2010-02-18,17.486842369283,26.079076339552,50.107035547588,118.08,,272.451030229873
2010-02-19,18.006510790362,25.917405805988,50.203277452778,117.52,,271.2187262254645
2010-02-22,18.240361579847,25.756249328174,49.958298057748,118.01,,272.2403799727091
2010-02-23,18.422245527224,25.324828039481,49.328351041959,117.24,,268.36341214443166
2010-02-24,18.630112895656,25.78709267321,49.643324549854,119.72,,266.5578385115986
2010-02-25,18.39626210617,25.959815405412,49.214610608553,118.2,,264.0300354256324
2010-02-26,19.045847632518,26.296521922057,49.529584116447,118.4,,264.2156082712291
2010-03-01,19.981250790459,26.85812782959,49.783312775585,124.54,,267.1697273538365
2010-03-02,19.955267369405,26.840135878319,49.75706498326,125.53,,271.3676860501732
2010-03-03,19.409615527273,26.901822568391,49.783312775585,125.89,,273.50428151569224
2010-03-04,19.019864211464,27.079171802349,49.669572342178,128.53,,278.15363362023726
2010-03-05,19.305681843057,28.138126648589,50.080787755263,128.91,,282.9785276057521
2010-03-08,19.019864211464,28.154833460484,50.404510527266,130.11,,282.11084916552954
2010-03-09,20.033217632567,28.661178374827,50.535749488889,128.82,,280.96230371575524
2010-03-10,20.630836316807,28.895073741351,50.553248017105,130.51,,289.1174779573843
2010-03-11,20.371002106268,28.9798929402,50.299519357968,133.58,,291.4697391623806
2010-03-12,20.656819737861,29.121258271616,50.247023773319,131.82,,290.66726199223257
2010-03-15,20.526902632591,28.7665598037,49.774563511477,131.13,,282.46193292746926
2010-03-16,20.18911815889,28.844953305667,50.23827450921,131.79,,283.4750603547812
2010-03-17,19.72141657992,28.802543706243,50.247023773319,131.34,,283.65561771806443
2010-03-18,19.487565790435,28.870656093197,51.016959014839,132.76,,284.07691823239213
2010-03-19,18.448228948278,28.562209791442,52.495584649123,130.35,,280.86700955180015
2010-03-22,18.889947106195,28.883507486962,52.574328026096,130.47,,279.6131389734439
2010-03-23,19.201748158842,29.347442801881,52.548080233772,129.26,,275.34997900703263
2010-03-24,19.25371500095,29.477241878908,51.681903087061,128.04,,279.52787577411567
2010-03-25,19.149781316734,29.127683968498,51.848139105117,134.73,,282.31146845806654
2010-03-26,18.967897369357,29.673868203513,51.97937806674,135.06,,282.2161742941115
2010-03-29,19.019864211464,29.865353970613,52.416841272149,135.12,,282.0958027185893
2010-03-30,18.760030000925,30.309369625195,52.574328026096,136.579,,284.2323981841083
2010-03-31,19.097814474626,30.200775347881,52.353409107365,135.77,,284.43803295895873
2010-04-01,19.227731579896,30.325433867402,53.195525777778,131.81,,285.2806339876141
2010-04-05,18.52617921144,30.649288990281,52.863053741667,131.49,,286.3890555788811
2010-04-06,18.39626210617,30.784228624814,52.74931330826,135.56,,284.9897360134355
2010-04-07,17.720693158769,30.920453398724,52.801808892909,134.87,,282.64249029075256
2010-04-08,19.617482895704,30.836919339251,52.950546382748,140.96,,284.6236058045555
2010-04-09,19.019864211464,31.073384984528,53.28301841886,140.06,,283.9866395507505
2010-04-12,19.799366843082,31.137641953353,52.819307421126,141.2,,287.2517185367902
2010-04-13,19.461582369381,31.155633904624,53.090534608479,140.16,,294.2934557048389
2010-04-14,19.279698422003,31.574589341365,53.493000757456,144.28,,295.4119082607327
2010-04-15,19.25371500095,31.989689359976,53.055537552047,145.82,,298.5716621181904
2010-04-16,18.578146053548,31.794348174747,53.125531664912,142.171,,275.9242517319198
2010-04-19,17.902577106146,31.751938575323,53.431755908699,142.43,,275.9016820615094
2010-04-20,18.552162632494,31.433224009949,52.65307140307,144.2,,278.3793303243413
2010-04-21,17.564792632445,33.313382917777,51.366929579167,146.43,,278.0081846331479
2010-04-22,16.811273421882,34.245044708775,50.885720053216,150.09,,274.37697543822816
2010-04-23,17.227008158744,34.8054297339,51.515667069006,143.63,,273.33877059934923
2010-04-26,16.837256842936,34.634506196825,51.121950184137,147.11,,266.6431017109268
2010-04-27,16.447505527127,33.675792221952,50.605743601754,142.02,,265.34910727406316
2010-04-28,19.019864211464,33.619246089385,50.903218581433,139.35,,265.4143085441377
2010-04-29,19.045847632518,34.523984210445,51.261938409868,141.73,,266.8236590742101
2010-04-30,18.370278685117,33.553703981184,50.14203260402,137.1,,263.6613974755957
2010-05-03,19.201748158842,34.229687293226,50.38701199905,137.49,,266.12149155033063
2010-05-04,17.824626842984,33.243985391446,49.722067926827,129.83,,253.96897790490186
